,company_id,company_name,last_year_of_employment,location,job_type,job_level,department,job_title,equal_opportunity,leadership_female_representation,women_management_opportunities,maternity_adoptive_leave,family_growth_support,paid_time_off,flexible_work_hours,ability_to_telecommute,salary_satisfaction,sponsorship_or_mentorship_program,learning_opportunities,wellness_initiatives,employer_responsiveness,people_you_work_with,social_activities_environment,overall_satisfaction,asked_pay_raise_last_12_months,think_pt_buiz_doing_enough_to_address_gender_pay_gap,think_gov_doing_enough_to_address_gender_pay_gap,confidence_in_ability_to_negotiate_salary,sex_orientation,gender,marital_status,children,education,salary,opportunity,family,schedule_flex,enrichment,culture
3538,3538,Chipidea,2020,Faro,Temporary,Early Career,Engineering,Scheduler,3.879805538421591,7,6,4.0,5,1.0,2.0,8,4.0,8,2.0,3.0,11,3.0,6,4.94,1,0,0,4.0,Heterosexual,Male,1,0,0,20684.85,5.63,4.5,3.67,4.25,6.67
3539,3539,Iberomoldes,2017,Bragança,Contract,Mid-Level,Sales,Analyst,3.681744350286477,8,4,3.0,6,4.0,2.0,8,2.0,6,4.0,2.0,5,4.0,5,4.51,1,0,0,4.0,Heterosexual,Female,1,1,2,20459.44,5.23,4.5,4.67,3.5,4.67
3540,3540,Carris,2014,Évora,Full-time,Mid-Level,Business Intelligence,Medical Office Assistant,2.9026563302030564,4,6,2.0,6,2.0,0.0,5,4.0,5,2.0,3.0,8,3.0,6,3.96,1,0,0,3.0,Heterosexual,Male,0,1,0,15371.78,4.3,4.0,2.33,3.5,5.67
3541,3541,Quidgest,2001,Braga,Internship,Mid-Level,Research & Development,Research Analyst,0.6726108889146638,5,5,4.0,6,4.0,2.0,5,3.0,9,3.0,5.0,4,3.0,6,4.31,2,1,0,3.0,Heterosexual,Male,0,0,0,10202.22,3.56,5.0,3.67,5.0,4.33
3542,3542,Porto Editora,2020,Viana do Castelo,Part-time,Early Career,Design,Fleet Manager,2.1121673253773907,5,11,3.0,6,3.0,3.0,6,5.0,8,4.0,3.0,5,4.0,6,4.91,1,0,0,3.0,Heterosexual,Male,0,1,2,18428.36,6.04,4.5,4.0,5.0,5.0
3543,3543,Conservas Ramirez,2020,Aveiro,Part-time,Early Career,Product,Food Runner,2.074681246624042,5,4,3.0,8,2.0,3.0,4,3.0,6,3.0,3.0,7,2.0,7,4.25,1,1,0,4.0,Heterosexual,Male,1,0,0,11808.84,3.69,5.5,3.0,3.75,5.33
3544,3544,Ironhack,2012,Viseu,Contract,Mid-Level,Business Development,Auto Technician,2.8701525999425064,5,7,4.0,5,3.0,3.0,7,3.0,8,4.0,3.0,4,4.0,4,4.46,1,0,0,3.0,Heterosexual,Male,0,0,1,17260.39,4.96,4.5,4.33,4.5,4.0
3545,3545,Sonae Indústria,2007,Coimbra,Internship,Senior-Level,Other,Digital Marketing,3.0850812632014404,4,6,2.0,3,3.0,2.0,8,2.0,4,3.0,4.0,5,2.0,4,3.62,0,0,0,2.0,Heterosexual,Female,1,1,0,27351.14,4.36,2.5,4.33,3.25,3.67
3546,3546,Ambar – Ideas on Paper S.A.,2020,Beja,Temporary,Mid-Level,Business Development,Respiratory Therapist,2.4934408339203253,4,9,4.0,6,2.0,3.0,6,3.0,5,2.0,2.0,7,3.0,5,4.37,2,0,0,2.0,Bisexual,Female,0,1,2,12566.22,5.16,5.0,3.67,3.0,5.0
3547,3547,Soares da Costa,2003,Portalegre,Temporary,Early Career,Customer Service,Data Manager,1.0857902356224198,13,3,4.0,5,1.0,3.0,6,2.0,5,3.0,2.0,4,3.0,3,3.97,1,0,1,3.0,Heterosexual,Female,1,1,1,13301.27,5.7,4.5,3.33,3.0,3.33
3548,3548,Bial,2020,Santarém,Other,Early Career,Research & Development,Nuclear Medicine Technologist,3.525112702254447,10,6,5.0,5,3.0,2.0,4,3.0,6,2.0,3.0,8,3.0,5,4.67,1,1,1,4.0,Gay/Lesbian,Female,1,0,2,20289.2,6.51,5.0,3.0,3.5,5.33
3549,3549,TAP Air Portugal,2016,Braga,Part-time,Mid-Level,Admin,Shift Leader,2.8486683285251426,6,5,2.0,5,3.0,4.0,8,3.0,6,2.0,4.0,8,4.0,6,4.57,1,1,1,3.0,Heterosexual,Male,1,0,1,24266.81,4.62,3.5,5.0,3.75,6.0
3550,3550,Vista Alegre,2011,Viseu,Internship,Senior-Level,Business Intelligence,Grocery Clerk,2.272842827601958,5,10,3.0,7,3.0,3.0,5,5.0,3,3.0,4.0,3,3.0,6,4.44,0,0,1,2.0,Heterosexual,Female,1,1,2,28208.71,5.76,5.0,3.67,3.75,4.0
3551,3551,Chipidea,2006,Açores,Temporary,Early Career,Customer Service,Universal Banker,4.11786797060846,9,6,4.0,4,3.0,2.0,8,4.0,6,3.0,1.0,9,4.0,9,5.11,2,0,1,2.0,Heterosexual,Male,0,0,1,17173.96,6.37,4.0,4.33,3.5,7.33
3552,3552,Pingo Doce,2020,Vila Real,Part-time,Early Career,Operations,Physician,2.0414734417238467,7,5,3.0,4,3.0,3.0,8,3.0,4,2.0,2.0,4,3.0,7,4.05,0,0,0,4.0,Heterosexual,Male,0,1,1,12099.23,4.68,3.5,4.67,2.75,4.67
3553,3553,Ambar – Ideas on Paper S.A.,2012,Lisboa,Part-time,Early Career,Sales,IT Manager,3.55494157403544,8,6,3.0,5,3.0,3.0,5,3.0,4,2.0,0.0,4,5.0,4,4.02,1,0,1,4.0,Gay/Lesbian,Male,0,0,0,21250.88,5.85,4.0,3.67,2.25,4.33
3554,3554,Novabase,2002,Braga,Other,Senior-Level,Other,Audit Manager,3.884673459888262,5,7,3.0,4,1.0,4.0,4,2.0,4,4.0,3.0,4,3.0,6,3.87,2,1,0,2.0,Heterosexual,Male,1,1,0,11461.77,5.29,3.5,3.0,3.25,4.33
3555,3555,Novabase,2011,Portalegre,Contract,Senior-Level,Operations,Solution Architect,3.0364755812919566,4,4,4.0,6,3.0,3.0,6,3.0,5,4.0,4.0,7,2.0,3,4.14,1,0,0,4.0,Heterosexual,Female,1,0,2,13634.62,3.68,5.0,4.0,4.0,4.0
3556,3556,Continente,2020,Bragança,Internship,Executive,Accounting & Finance,Assistant Property Manager,3.036128818970823,8,7,3.0,6,3.0,4.0,6,3.0,8,2.0,2.0,5,4.0,6,4.72,2,1,0,2.0,Other,Male,1,1,0,20182.01,6.01,4.5,4.33,3.75,5.0
3557,3557,Bial,2020,Lisboa,Full-time,Mid-Level,Engineering,Inventory Clerk,2.1191732267656223,5,5,2.0,5,4.0,4.0,8,5.0,7,2.0,4.0,9,3.0,7,4.74,0,0,0,2.0,Gay/Lesbian,Male,1,0,1,15899.06,4.04,3.5,5.33,4.5,6.33
3558,3558,Uniplaces,2020,Portalegre,Internship,Executive,Management,Junior Accountant,2.6535574311194825,9,7,3.0,5,4.0,5.0,7,2.0,7,1.0,4.0,4,2.0,4,4.48,1,0,0,2.0,Heterosexual,Female,1,1,2,17385.64,6.22,4.0,5.33,3.5,3.33
3559,3559,Tabaqueira,2020,Lisboa,Other,Senior-Level,Management,Net Developer,2.8115912904984963,4,8,5.0,4,3.0,2.0,6,3.0,4,3.0,3.0,7,3.0,5,4.27,2,1,0,1.0,Heterosexual,Female,0,0,1,11325.92,4.94,4.5,3.67,3.25,5.0
3560,3560,NOS,2020,Guarda,Internship,Early Career,Research & Development,Clinical Research Coordinator,2.425187465870638,5,5,4.0,6,3.0,3.0,6,1.0,6,3.0,4.0,4,5.0,5,4.26,2,1,0,3.0,Heterosexual,Non-Binary,0,0,2,18909.78,4.14,5.0,4.0,3.5,4.67
3561,3561,Media Capital,2020,Braga,Other,Executive,Business Development,Material Handler,2.547408360620134,4,4,1.0,4,4.0,3.0,6,2.0,6,2.0,1.0,5,3.0,5,3.49,0,0,1,4.0,Bisexual,Male,0,1,2,17723.72,3.52,2.5,4.33,2.75,4.33
3562,3562,Ambar – Ideas on Paper S.A.,2016,Guarda,Full-time,Mid-Level,Admin,Director Of Finance,4.048654936042472,7,5,3.0,8,3.0,2.0,4,3.0,7,3.0,5.0,6,4.0,6,4.74,0,1,0,2.0,Gay/Lesbian,Male,0,1,0,8446.49,5.35,5.5,3.0,4.5,5.33
3563,3563,SIC,2018,Viseu,Part-time,Senior-Level,Design,Payroll Clerk,3.2694670107442163,7,5,3.0,8,3.0,3.0,5,3.0,5,3.0,3.0,7,2.0,5,4.49,0,1,1,4.0,Gay/Lesbian,Male,0,1,2,25908.77,5.09,5.5,3.67,3.5,4.67
3564,3564,Fábrica Nacional de Munições de Armas Ligeiras,2020,Lisboa,Part-time,Executive,Admin,Forensic Scientist,2.6536804297273755,5,7,2.0,7,2.0,3.0,6,3.0,7,1.0,2.0,4,5.0,9,4.46,0,1,1,1.0,Heterosexual,Female,0,1,1,932.13,4.88,4.5,3.67,3.25,6.0
3565,3565,Grupo José de Mello,2020,Açores,Internship,Early Career,Production,Portfolio Manager,4.174392400175099,8,7,2.0,7,3.0,3.0,7,3.0,5,3.0,2.0,7,4.0,5,4.76,2,0,0,2.0,Heterosexual,Male,1,1,1,19639.12,6.39,4.5,4.33,3.25,5.33
3566,3566,Carris,2015,Viseu,Part-time,Senior-Level,Business Intelligence,Forensic Scientist,1.6054389184198543,5,9,3.0,7,3.0,1.0,3,3.0,3,2.0,4.0,7,5.0,3,4.11,2,0,1,3.0,Gay/Lesbian,Male,0,1,0,23851.2,5.2,5.0,2.33,3.0,5.0
3567,3567,Delta Cafés,2005,Portalegre,Other,Executive,Engineering,Bartender,2.985826815927415,4,9,3.0,3,4.0,4.0,4,2.0,7,3.0,4.0,8,3.0,3,4.2,2,0,0,4.0,Heterosexual,Male,0,1,0,16333.93,5.33,3.0,4.0,4.0,4.67
3568,3568,Media Capital,2020,Évora,Part-time,Executive,Operations,Content Manager,2.8727777054680868,7,6,4.0,5,5.0,4.0,7,3.0,6,3.0,3.0,8,4.0,4,4.84,0,0,1,2.0,Gay/Lesbian,Female,0,1,2,18219.53,5.29,4.5,5.33,3.75,5.33
3569,3569,Novabase,2019,Lisboa,Part-time,Senior-Level,IT,Service Coordinator,2.228117593546025,7,7,3.0,7,2.0,5.0,7,3.0,7,2.0,3.0,7,1.0,8,4.83,2,1,0,3.0,Heterosexual,Female,1,1,2,12428.07,5.41,5.0,4.67,3.75,5.33
3570,3570,Carris,2009,Leiria,Contract,Mid-Level,Business Intelligence,Landscaper,3.888027562221667,5,6,1.0,4,3.0,4.0,6,3.0,5,4.0,3.0,4,2.0,6,3.91,1,0,1,3.0,Other,Male,1,1,2,20332.49,4.96,2.5,4.33,3.75,4.0
3571,3571,Uniplaces,2020,Bragança,Part-time,Early Career,Design,Expeditor,4.147828260862742,6,4,2.0,9,3.0,1.0,3,3.0,9,2.0,4.0,5,5.0,5,4.41,1,1,1,4.0,Gay/Lesbian,Male,1,1,1,18507.76,4.72,5.5,2.33,4.5,5.0
3572,3572,Central de Cervejas,2020,Beja,Other,Early Career,Legal,Training Manager,2.721666566460103,7,5,4.0,5,2.0,4.0,5,5.0,6,2.0,3.0,4,3.0,5,4.22,0,0,0,4.0,Heterosexual,Male,1,1,1,33901.07,4.91,4.5,3.67,4.0,4.0
3573,3573,Iberomoldes,2013,Évora,Contract,Mid-Level,Accounting & Finance,Sales Coordinator,4.626906904778386,4,4,1.0,9,5.0,3.0,8,2.0,6,2.0,4.0,5,2.0,5,4.41,1,1,0,3.0,Heterosexual,Female,0,1,2,26931.46,4.21,5.0,5.33,3.5,4.0
3574,3574,Logoplaste,2020,Viana do Castelo,Contract,Executive,Engineering,System Administrator,3.6008691106676327,7,6,4.0,6,5.0,3.0,6,2.0,7,2.0,3.0,6,4.0,8,4.94,0,1,1,4.0,Gay/Lesbian,Male,1,1,1,7249.4,5.53,5.0,4.67,3.5,6.0
3575,3575,SAPO,2004,Beja,Contract,Early Career,Tech,Dental Office Manager,2.4618426605484,5,9,4.0,4,1.0,2.0,5,2.0,6,2.0,1.0,11,1.0,7,4.25,0,1,0,4.0,Heterosexual,Female,1,1,0,12707.22,5.49,4.0,2.67,2.75,6.33
3576,3576,SAPO,2001,Vila Real,Part-time,Senior-Level,Engineering,Maintenance Manager,4.519065139630413,4,5,2.0,4,2.0,2.0,7,3.0,4,4.0,4.0,4,1.0,5,3.65,0,1,1,2.0,Other,Female,0,1,1,9362.85,4.51,3.0,3.67,3.75,3.33
3577,3577,NOS,2020,Guarda,Other,Early Career,Sales,Care Manager,4.228524491600136,6,8,3.0,5,3.0,5.0,10,3.0,11,2.0,2.0,7,2.0,6,5.12,2,1,0,4.0,Gay/Lesbian,Male,0,0,0,18530.42,6.08,4.0,6.0,4.5,5.0
3578,3578,Central de Cervejas,2006,Évora,Internship,Mid-Level,Sales,Camp Counselor,3.7367846226826065,4,6,4.0,6,5.0,2.0,6,2.0,3,2.0,3.0,3,3.0,8,4.22,1,1,0,4.0,Heterosexual,Male,1,1,2,28769.85,4.58,5.0,4.33,2.5,4.67
3579,3579,Martifer,2020,Porto,Contract,Executive,Legal,Executive Assistant,2.8959725378932295,5,7,4.0,4,4.0,4.0,5,3.0,5,2.0,4.0,8,2.0,5,4.36,1,0,0,4.0,Heterosexual,Female,0,0,0,25380.14,4.97,4.0,4.33,3.5,5.0
3580,3580,CMS-Helmets,2000,Viseu,Internship,Senior-Level,Design,Accounts Receivable,2.2247720475453914,6,6,3.0,4,2.0,2.0,7,4.0,6,3.0,0.0,6,1.0,5,3.83,0,0,0,2.0,Heterosexual,Non-Binary,0,1,1,21184.29,4.74,3.5,3.67,3.25,4.0
3581,3581,Grupo José de Mello,2008,Vila Real,Internship,Mid-Level,Tech,Call Center Representative,2.2571759583344173,7,8,3.0,7,3.0,4.0,5,3.0,4,3.0,3.0,5,3.0,7,4.6,2,1,1,5.0,Heterosexual,Female,1,1,2,27295.2,5.75,5.0,4.0,3.25,5.0
3582,3582,Tranquilidade,2020,Madeira,Full-time,Mid-Level,Legal,President,3.501108559587409,4,6,4.0,5,3.0,2.0,6,4.0,6,3.0,4.0,5,4.0,5,4.32,1,0,1,2.0,Bisexual,Non-Binary,1,1,1,21313.34,4.5,4.5,3.67,4.25,4.67
3583,3583,Televisão Independente,2013,Portalegre,Temporary,Executive,IT,CAD Designer,3.217932181196704,5,4,4.0,5,3.0,5.0,5,2.0,10,2.0,4.0,6,3.0,6,4.48,0,0,0,2.0,Gay/Lesbian,Female,1,0,0,8972.93,4.07,4.5,4.33,4.5,5.0
3584,3584,Banco Comercial Português,2006,Guarda,Temporary,Senior-Level,Customer Service,Safety Coordinator,2.643973369509725,8,5,1.0,5,1.0,3.0,7,3.0,7,3.0,2.0,6,3.0,5,4.06,1,0,1,2.0,Heterosexual,Male,0,1,1,29416.0,5.21,3.0,3.67,3.75,4.67
3585,3585,Jerónimo Martins,2011,Guarda,Other,Executive,Human Resources,Dog Trainer,3.6967890234497442,10,5,3.0,5,5.0,4.0,7,3.0,6,4.0,3.0,7,2.0,8,5.05,2,0,1,1.0,Heterosexual,Female,0,0,1,12921.27,6.23,4.0,5.33,4.0,5.67
3586,3586,Uniplaces,2007,Açores,Contract,Early Career,Production,Dog Groomer,3.6102168102837036,5,5,4.0,6,4.0,3.0,5,4.0,7,3.0,2.0,9,4.0,5,4.71,1,1,1,4.0,Heterosexual,Male,0,1,2,26210.11,4.54,5.0,4.0,4.0,6.0
3587,3587,Critical Software,2020,Castelo Branco,Temporary,Senior-Level,Operations,exercise physiologist,2.3647312463168095,7,5,1.0,7,2.0,3.0,6,3.0,3,4.0,3.0,4,2.0,10,4.21,2,1,0,1.0,Heterosexual,Male,0,1,2,16958.84,4.79,4.0,3.67,3.25,5.33
3588,3588,Churchill's Port,2011,Vila Real,Temporary,Executive,Admin,Dog Trainer,2.4553058918770527,5,7,3.0,8,2.0,4.0,8,1.0,5,4.0,4.0,4,3.0,4,4.43,2,0,0,3.0,Other,Male,0,0,0,24803.48,4.82,5.5,4.67,3.5,3.67
3589,3589,Rádio e Televisão de Portugal,2018,Madeira,Full-time,Executive,Admin,Fashion Designer,2.770196400527724,6,6,2.0,3,3.0,3.0,8,5.0,5,2.0,4.0,10,4.0,5,4.48,2,0,0,4.0,Heterosexual,Female,0,1,2,21413.73,4.92,2.5,4.67,4.0,6.33
3590,3590,CMS-Helmets,2010,Porto,Temporary,Early Career,Research & Development,Lineman,4.816604748097365,4,8,2.0,8,2.0,4.0,6,5.0,4,3.0,1.0,4,4.0,7,4.57,1,0,1,3.0,Heterosexual,Female,1,0,0,18001.34,5.61,5.0,4.0,3.25,5.0
3591,3591,Chipidea,2007,Coimbra,Internship,Executive,Product,Grocery Clerk,4.932502368855061,6,4,4.0,3,2.0,4.0,9,2.0,5,2.0,2.0,5,3.0,6,4.18,1,1,1,3.0,Bisexual,Other,0,0,1,27963.6,4.98,3.5,5.0,2.75,4.67
3592,3592,Continente,2008,Aveiro,Other,Mid-Level,Production,Dentist,1.8677146118335508,7,7,4.0,6,3.0,3.0,11,2.0,4,3.0,2.0,4,3.0,5,4.54,0,0,0,2.0,Heterosexual,Male,1,1,0,16054.64,5.29,5.0,5.67,2.75,4.0
3593,3593,Pingo Doce,2014,Castelo Branco,Other,Early Career,Admin,Universal Banker,1.5378532152466053,3,6,4.0,10,3.0,2.0,5,2.0,5,1.0,3.0,7,2.0,6,4.32,1,0,1,3.0,Heterosexual,Male,0,1,2,34087.45,3.51,7.0,3.33,2.75,5.0
3594,3594,Iberomoldes,2020,Portalegre,Contract,Early Career,Admin,Contract Manager,0.7040081991299671,3,7,4.0,5,2.0,0.0,4,4.0,7,3.0,3.0,6,2.0,4,3.66,0,0,0,4.0,Heterosexual,Female,1,0,1,25808.22,3.57,4.5,2.0,4.25,4.0
3595,3595,Ironhack,2020,Lisboa,Temporary,Senior-Level,Research & Development,Accounting Assistant,3.0373049180356504,7,6,2.0,5,3.0,3.0,8,3.0,10,3.0,3.0,8,4.0,5,4.79,0,0,1,3.0,Other,Female,0,1,1,6961.8,5.35,3.5,4.67,4.75,5.67
3596,3596,Tupam editores,2020,Açores,Other,Senior-Level,Management,Production Supervisor,3.332949004071598,7,6,3.0,5,4.0,4.0,4,3.0,3,3.0,4.0,4,3.0,3,4.0,0,0,0,3.0,Heterosexual,Female,1,0,0,11343.92,5.44,4.0,4.0,3.25,3.33
3597,3597,UMM,2020,Açores,Internship,Early Career,Management,Project Manager,1.6446959844033169,5,7,3.0,5,4.0,3.0,4,1.0,3,3.0,2.0,6,3.0,8,4.03,2,0,1,3.0,Gay/Lesbian,Female,0,0,2,16887.22,4.55,4.0,3.67,2.25,5.67
3598,3598,Conservas Ramirez,2020,Açores,Full-time,Senior-Level,Sales,Scheduler,1.82547332998255,5,6,4.0,5,4.0,1.0,9,4.0,7,2.0,2.0,7,2.0,4,4.31,1,0,1,4.0,Other,Female,1,1,0,17784.94,4.28,4.5,4.67,3.75,4.33
3599,3599,Glintt,2020,Guarda,Temporary,Early Career,Tech,LPN,3.581591101959698,5,4,3.0,6,4.0,3.0,5,4.0,7,3.0,3.0,7,2.0,8,4.52,2,1,1,2.0,Gay/Lesbian,Other,0,0,2,21527.53,4.19,4.5,4.0,4.25,5.67
3600,3600,Novo Banco,2003,Leiria,Internship,Executive,Business Development,Service Manager,2.073480034664566,8,6,1.0,6,3.0,5.0,5,5.0,8,2.0,3.0,5,1.0,5,4.27,0,1,1,1.0,Heterosexual,Male,0,0,2,15371.78,5.36,3.5,4.33,4.5,3.67
3601,3601,Lactogal,2008,Castelo Branco,Full-time,Early Career,Tech,Concierge,4.277797392577018,3,5,2.0,7,3.0,3.0,6,3.0,5,3.0,3.0,4,1.0,6,3.95,0,0,0,1.0,Gay/Lesbian,Female,0,0,2,17692.26,4.09,4.5,4.0,3.5,3.67
3602,3602,The Navigator Company,2020,Guarda,Full-time,Executive,Business Intelligence,Quality Manager,3.242113373688764,6,7,4.0,3,4.0,3.0,4,1.0,6,2.0,3.0,5,4.0,4,3.98,1,1,1,4.0,Heterosexual,Female,0,0,0,20284.58,5.41,3.5,3.67,3.0,4.33
3603,3603,SIC,2020,Portalegre,Part-time,Executive,Admin,Administrative Clerk,3.0652478801253205,8,8,1.0,10,4.0,4.0,6,1.0,8,2.0,2.0,6,4.0,9,5.22,0,1,1,5.0,Heterosexual,Male,0,0,0,26428.65,6.36,5.5,4.67,3.25,6.33
3604,3604,SIC,2020,Portalegre,Temporary,Executive,Design,Front End Developer,2.50863910879651,7,5,4.0,6,3.0,3.0,5,4.0,9,4.0,3.0,5,3.0,4,4.5,0,0,0,2.0,Heterosexual,Non-Binary,0,1,2,17532.63,4.84,5.0,3.67,5.0,4.0
3605,3605,Churchill's Port,2020,Santarém,Internship,Senior-Level,Business Development,HR Specialist,2.951124267049635,10,4,3.0,5,3.0,3.0,7,3.0,7,2.0,2.0,5,5.0,6,4.56,1,0,0,2.0,Gay/Lesbian,Female,1,1,2,9183.03,5.65,4.0,4.33,3.5,5.33
3606,3606,The Navigator Company,2020,Madeira,Internship,Senior-Level,Other,Art Director,4.522301483662391,6,3,4.0,8,1.0,4.0,6,3.0,4,4.0,3.0,8,2.0,6,4.6,1,0,1,3.0,Gay/Lesbian,Male,1,0,1,17872.43,4.51,6.0,3.67,3.5,5.33
3607,3607,TIMWE,2020,Viana do Castelo,Contract,Early Career,Sales,Loss Prevention,4.178879235922813,4,5,4.0,5,4.0,1.0,4,3.0,6,2.0,2.0,4,4.0,5,3.89,1,1,0,3.0,Gay/Lesbian,Female,1,0,2,18376.59,4.39,4.5,3.0,3.25,4.33
3608,3608,TIMWE,2020,Évora,Other,Executive,Design,Landscape Architect,3.217758553470576,8,7,4.0,4,3.0,3.0,9,5.0,5,2.0,3.0,4,2.0,4,4.43,0,0,0,5.0,Heterosexual,Male,0,0,0,25253.55,6.07,4.0,5.0,3.75,3.33
3609,3609,Montepio,2000,Viana do Castelo,Other,Senior-Level,Production,PHP Developer,2.293832944760606,10,4,3.0,5,3.0,4.0,8,2.0,4,2.0,3.0,4,3.0,5,4.24,2,1,1,3.0,Gay/Lesbian,Non-Binary,1,1,1,22474.95,5.43,4.0,5.0,2.75,4.0
3610,3610,Pingo Doce,2020,Portalegre,Temporary,Mid-Level,Product,Cleaner,3.4448906482190296,8,5,4.0,4,1.0,4.0,10,3.0,4,3.0,2.0,7,2.0,5,4.43,2,1,0,3.0,Gay/Lesbian,Male,1,0,0,25077.56,5.48,4.0,5.0,3.0,4.67
3611,3611,Iberomoldes,2020,Portalegre,Part-time,Senior-Level,Communications,Risk Analyst,4.040978523071456,5,4,3.0,7,4.0,3.0,11,3.0,4,2.0,3.0,7,4.0,9,5.0,0,1,0,5.0,Heterosexual,Male,1,0,0,28101.14,4.35,5.0,6.0,3.0,6.67
3612,3612,Cofina,2020,Porto,Part-time,Mid-Level,Marketing,Dishwasher,2.0705549616750956,6,7,4.0,3,2.0,3.0,6,3.0,4,2.0,2.0,3,2.0,5,3.65,1,0,0,4.0,Other,Female,1,0,1,27502.85,5.02,3.5,3.67,2.75,3.33
3613,3613,Quidgest,2013,Beja,Contract,Mid-Level,Design,Benefits Coordinator,1.7793059537539921,6,6,2.0,5,3.0,2.0,6,2.0,6,5.0,2.0,5,2.0,5,3.9,1,1,0,2.0,Gay/Lesbian,Male,0,1,2,20637.4,4.59,3.5,3.67,3.75,4.0
3614,3614,Rádio e Televisão de Portugal,2010,Portalegre,Temporary,Senior-Level,Other,Clinical Coordinator,4.243902607245621,5,5,2.0,4,4.0,3.0,7,4.0,7,4.0,3.0,6,2.0,4,4.18,2,0,1,4.0,Heterosexual,Other,1,1,0,8137.55,4.75,3.0,4.67,4.5,4.0
3615,3615,SIC,2001,Bragança,Contract,Mid-Level,Accounting & Finance,Procurement Specialist,0.0,4,10,4.0,6,3.0,4.0,8,3.0,6,2.0,3.0,6,5.0,9,4.97,1,1,1,3.0,Gay/Lesbian,Male,1,1,2,40331.65,4.67,5.0,5.0,3.5,6.67
3616,3616,Redes Energéticas Nacionais (REN),2020,Vila Real,Full-time,Mid-Level,Business Development,Nurse Educator,3.344963813704787,5,6,4.0,7,4.0,4.0,6,3.0,6,5.0,3.0,7,4.0,7,5.04,2,1,0,4.0,Heterosexual,Male,0,0,0,17055.05,4.78,5.5,4.67,4.25,6.0
3617,3617,Simoldes,2020,Faro,Temporary,Executive,Sales,Slot Technician,4.390939188563213,4,8,3.0,5,3.0,2.0,6,3.0,6,4.0,2.0,6,3.0,5,4.31,0,0,1,4.0,Heterosexual,Male,0,0,0,19582.36,5.46,4.0,3.67,3.75,4.67
3618,3618,Sonae Indústria,2013,Santarém,Internship,Mid-Level,Research & Development,Administrative Coordinator,4.95001523614787,4,8,5.0,3,2.0,2.0,4,3.0,5,3.0,4.0,8,1.0,3,4.01,2,1,0,4.0,Gay/Lesbian,Female,1,0,1,14473.46,5.65,4.0,2.67,3.75,4.0
3619,3619,Jerónimo Martins,2002,Porto,Contract,Mid-Level,Human Resources,Accounts Payable,3.820394528188431,5,5,4.0,5,4.0,3.0,6,4.0,5,2.0,4.0,8,2.0,6,4.5,1,1,0,0.0,Heterosexual,Male,0,1,2,25386.86,4.61,4.5,4.33,3.75,5.33
3620,3620,The Navigator Company,2001,Viseu,Contract,Early Career,Business Intelligence,Contract Manager,4.082539804307628,10,4,4.0,6,3.0,4.0,9,2.0,7,3.0,3.0,7,4.0,4,5.02,2,1,1,4.0,Gay/Lesbian,Female,1,1,2,3697.43,6.03,5.0,5.33,3.75,5.0
3621,3621,Ambar – Ideas on Paper S.A.,2020,Lisboa,Full-time,Executive,Business Intelligence,Laborer,2.2519785072906666,7,8,2.0,3,3.0,3.0,5,2.0,8,4.0,3.0,6,3.0,3,4.03,2,0,1,2.0,Other,Female,0,0,2,22324.52,5.75,2.5,3.67,4.25,4.0
3622,3622,CMS-Helmets,2011,Beja,Internship,Mid-Level,Sales,Software Engineer,3.7839862794992847,5,9,3.0,6,2.0,3.0,5,4.0,4,3.0,3.0,5,2.0,4,4.19,2,1,0,3.0,Bisexual,Female,1,1,0,20899.95,5.93,4.5,3.33,3.5,3.67
3623,3623,CMS-Helmets,2009,Porto,Full-time,Mid-Level,Research & Development,Operations Specialist,3.8198777236303414,3,5,3.0,4,2.0,2.0,5,3.0,8,4.0,4.0,3,3.0,8,3.97,0,0,0,5.0,Other,Female,0,1,1,18171.03,3.94,3.5,3.0,4.75,4.67
3624,3624,Lactogal,2006,Setúbal,Part-time,Mid-Level,Design,Medical Receptionist,2.7674042473047584,7,5,3.0,8,4.0,4.0,6,3.0,9,3.0,2.0,5,2.0,7,4.8,0,0,0,4.0,Heterosexual,Other,0,0,1,19677.41,4.92,5.5,4.67,4.25,4.67
3625,3625,Semapa,2020,Setúbal,Contract,Senior-Level,Accounting & Finance,Neonatal Nurse,2.5563147387070226,5,7,2.0,4,2.0,3.0,8,4.0,4,3.0,2.0,6,3.0,3,3.89,2,0,0,4.0,Heterosexual,Male,1,0,2,12719.79,4.85,3.0,4.33,3.25,4.0
3626,3626,"CTT Correios de Portugal, S.A. (CTT)",2020,Leiria,Part-time,Senior-Level,Production,Cashier,1.2557947542122987,6,10,3.0,6,5.0,4.0,5,3.0,6,2.0,3.0,7,4.0,3,4.62,0,1,0,4.0,Heterosexual,Female,1,1,2,28073.44,5.75,4.5,4.67,3.5,4.67
3627,3627,Sovena Group,2000,Lisboa,Temporary,Senior-Level,Legal,Visual Designer,3.127505215622734,10,6,3.0,7,3.0,3.0,3,3.0,5,2.0,4.0,7,3.0,4,4.51,2,0,1,4.0,Gay/Lesbian,Male,1,0,0,31912.25,6.38,5.0,3.0,3.5,4.67
3628,3628,Quidgest,2020,Leiria,Other,Early Career,Design,Business Operations Manager,1.432145398674081,5,6,3.0,7,1.0,3.0,5,0.0,6,3.0,4.0,9,1.0,5,4.08,0,0,1,3.0,Heterosexual,Female,1,1,2,15618.57,4.14,5.0,3.0,3.25,5.0
